department;number;valid_to;call_sign;category;transmitter_power;operator_1;operator_2;operator_3;applicant_name;applicant_city;applicant_street;applicant_house;applicant_number;enduser_name;enduser_city;enduser_street;enduser_house;enduser_number;station_city;station_street;station_house;station_number
UKE-PoznaÒ;4/K/N/2015;2025-12-31;SP3PEM;1;150;SQ3TGV;SQ3LMR;SQ3PMK;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;WIELKOPOLSKA AMATORSKA SIE∆ RATUNKOWA PZK;OSTR”W WIELKOPOLSKI;KWIATOWA;7;2;OSTR”W WIELKOPOLSKI;KWIATOWA;7;2
UKE-Bydgoszcz;1/K/D/2016;2026-01-15;SP0PZK;1;500;SP2JMR;SP2X;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Bydgoszcz;ul. Modrzewiowa;25;
UKE-Wroc≥aw;1/K/R/2016;2026-01-26;SP6PWW;1;500;SP6DT;SQ6IYV;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Klub KrÛtkofalowcÛw PZK im. Adama Zalewskiego SP6OF przy kole Nr 5 SEP;WROC£AW;Pi≥sudzkiego;74;330;Wroc≥aw;ul. Pi≥sudskiego;74;330
UKE-PoznaÒ;1/K/N/2016;2026-02-04;SP3YEE;1;500;SP3WBQ;SP3SXU;;POZNA—SKIE STOWARZYSZENIE RADIOAMATOR”W I MI£OåNIK”W NOWYCH TECHNOLOGII;POZNA—;OS.B.åMIA£EGO;36;A;POZNA—SKIE STOWARZYSZENIE RADIOAMATOR”W I MI£OåNIK”W NOWYCH TECHNOLOGII;POZNA—;OS.B.åMIA£EGO;36;A;POZNA—;OS.B.åMIA£EGO;36;
UKE-PoznaÒ;2/K/N/2016;2026-02-09;HF3MDW;1;500;SQ3MKI;SP3JJ;SP3CW;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;KLUB KR”TKOFALARSKI MDW;D•BCZE;;13;;D•BCZE;;13;
UKE-PoznaÒ;3/K/N/2016;2026-02-14;SP3PGS;1;500;SQ3PGA;SP3BBS;SQ3LMR;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;PZK SUDECKI ODDZIA£ TERENOWY;KAMIENNA G”RA;PIASTOWSKA;4;;KROBIA;ØEROMSKIEGO;3;
UKE-Bydgoszcz;3/K/D/2016;2026-02-17;SP2PBM;1;500;SQ2JK;SQ2KLU;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Bydgoszcz;Kujawska;48;33
UKE-PoznaÒ;4/K/N/2016;2026-02-17;SP3PET;1;150;SQ3PML;;;POLITECHNIKA POZNA—SKA - WYDZIA£ ELEKTRONIKI I TELEKOMUNIKACJI;POZNA—;PL. SK£ODOWSKIEJ-CURIE;5;;POLITECHNIKA POZNA—SKA - WYDZIA£ ELEKTRONIKI I TELEKOMUNIKACJI;POZNA—;PL. SK£ODOWSKIEJ-CURIE;5;;POZNA—;POLANKA;3;
UKE-Zielona GÛra;34/K/S/2016;2026-02-18;SP3PJY;1;500;SP3RBR;SQ3JPD;;"STOWARZYSZENIE KT”RKOFALOWC”W WZG”RZ DALKOWSKICH ""SP3KEY""";Nowa SÛl;AL. WOLNOåCI;8;;"STOWARZYSZENIE KT”RKOFALOWC”W WZG”RZ DALKOWSKICH ""SP3KEY""";Nowa SÛl;AL. WOLNOåCI;8;;Nowe Miasteczko;22 LIPCA;18;
UKE-Wroc≥aw;2/K/R/2016;2026-02-19;SP6PYP;1;500;SP6T;;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"Szkolny Klub KrÛtkofalowcÛw PZK ""ANTENKA""";O≥awa;Koúciuszki;45;;Bystrzyca;ul. Koúciuszki;45;
UKE-KrakÛw;202/K/I/2016;2026-02-26;SP9PBB;1;500;SQ9IAU;SQ9SX;SQ9HQ;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"BocheÒski Klub KrÛkofalowcÛw PZK ""CQMBO""";Bochnia;ul. KurÛw;57;;Bochnia;ul. KurÛw;57;
UKE-GdaÒsk;0003/K/E/2016;2026-03-01;SP2YRY;1;500;SP2UUU;SP2UU;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"Rodzinny Klub KrÛtkofalowcÛw ""K-4"" SP2YRY";SUL CZYNO;ul. Podjazdy;114;;SUL CZYNO;Podjazy;114;
UKE-KrakÛw;203/K/I/2016;2026-03-04;SP9PYL;1;500;SP9MAT;;;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;OgÛlnopolski Klub Kobiet KrÛtkofalowcÛw;KrakÛw;ul. Basztowa;15;17;KrakÛw;ul. Basztowa;15;17
UKE-GdaÒsk;0009/K/E/2016;2026-03-05;SP2PMW;1;500;SP2DPK;SP2HJN;SP2ADB;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"Klub KrÛtkofalowcÛw 3 Flotylli OkrÍtÛw MW ""B≥yskawica"" SP2PMW";GDYNIA;ul. Rondo Bitwy pod Oliwπ;;;GDYNIA;ul. Rondo Bitwy pod Oliwπ;;
UKE-Bia≥ystok;1/K/C/2016;2026-03-11;SP4ZHP;1;500;SQ4RCU;;;ZHP Chorπgiew Bia≥ostocka;Bia≥ystok;ul. Pa≥acowa;3/1;;ZHP Chorπgiew Bia≥ostocka;Bia≥ystok;ul. Pa≥acowa;3/1;;Bia≥ystok;ul. Pu≥askiego;96;
UKE-KrakÛw;204/K/I/2016;2026-03-14;SP9KTK;1;500;SP9KWI;SQ9ALW;;Samorzπdowy Oúrodek Kultury w Alwerni;Alwernia;Rynek;3;;Samorzπdowy Oúrodek Kultury w Alwerni;Alwernia;Rynek;3;;Alwernia;Rynek;3;
UKE-Wroc≥aw;154/K/R/2016;2026-03-16;SN6J;1;500;SP6FXF;;;Sudecki Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw;Kamienna GÛra;ul. Piastowska;3;;Izerski Klub RadioamatorÛw, Contest Club;Jelenia GÛra;ul. Jana Sobieskiego;56;58;KromnÛw;;103;
UKE-KrakÛw;205/K/I/2016;2026-03-18;SP9KGG;1;500;SP9IKN;SP9VRO;SP9ATD;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Radioklub Ligi Obrony Kraju SP9KGG;Zakopane;ul. Orkana;2;;Zakopane;ul. Orkana;2;
UKE-KrakÛw;206/K/I/2016;2026-03-18;SP9PTG;1;500;SP9IKN;SP9VRO;SP9ATD;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;"Towarzystwo Gimnastyczne ""SokÛ≥"" Klub KrÛtkofalowcÛw SP9PTG";Zakopane;ul. Orkana;2;;Zakopane;ul. Orkana;2;
UKE-Bydgoszcz;8/K/D/2016;2026-03-30;SP2KPD;1;500;SP2IJ;;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Ønin;ul. Szkolna;12;
UKE-£Ûdü;176/K/L/2016;2026-04-04;SP7CZK;1;500;SP7WME;SQ7LRX;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Klub PZK przy UrzÍdzie WojewÛdzkim w £odzi;£Ûdü;Piotrkowska;104;;£Ûdü;Piotrkowska;104;
UKE-£Ûdü;177/K/L/2016;2026-04-13;SP7PB;1;500;SP7A;SP7JB;SQ6SGV;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Klub £πcznoúci SP7PB;Huta D≥utowska;KrÛtka;5;;Huta D≥utowska;KrÛtka;5;
UKE-PoznaÒ;5/K/N/2016;2026-04-19;SP3POW;1;500;SP3AYA;SQ3OOK;SQ3POS;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;OSTROWSKI KLUB KR”TKOFALOWC”W;OSTR”W WIELKOPOLSKI;G£OGOWA;34;;OSTR”W WIELKOPOLSKI;POZNA—SKA;43;
UKE-Bydgoszcz;9/K/D/2016;2026-04-20;SP2KFU;1;500;SP2FMN;SP2FNS;SP2SWO;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Radiostacja Klubowa LOK przy Golubsko-DobrzyÒskim Domu Kultury;Golub-DobrzyÒ;ul. Hallera;13;;Golub-DobrzyÒ;ul. Nowa;8;7
UKE-Bydgoszcz;10/K/D/2016;2026-04-20;SP2PTU;1;500;SP2FMN;SQ2DMU;SP2GJV;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw im. Miko≥aja Kopernika w Toruniu;ToruÒ;Tuwima;9;;Nowe Dobra;;96;
UKE-Opole;41/K/T/2016;2026-04-25;SP6KEP;1;500;SP6YG;;;Polski Zwiπzek KrÛtkofalowcÛw Oddzia≥ Terenowy nr 11 w Opolu;Opole;ul. SkautÛw Opolskich;15;XI piÍtro;Klub £πcznoúci SP6KEP w Leúnicy;Leúnica;ul. Goreckiego;21;;Leúnica;ul. Goreckiego;21;
UKE-Kielce;17/K/G/2016;2026-05-18;SP7PFD;1;500;SP7MFR;SP7MFY;SP7MFR;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Starachowice;Graniczna;5;136
UKE-Bydgoszcz;18/K/D/2016;2026-05-24;SP2PWO;1;500;SP2FXM;SP2FMN;SP2FNS;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Radiostacja Klubowa PZK przy Wπbrzeskim Domu Kultury;Wπbrzeüno;ul. Wolnoúci;47;;Wπbrzeüno;ul. Wolnoúci;47;
UKE-Kielce;20/K/G/2016;2026-05-25;SP7PHE;1;500;SP7JQQ;SQ7OWZ;SQ7NLG;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;OpatÛw;PartyzantÛw;4;
UKE-Katowice;214/K/F/2016;2026-06-02;SP0ASRS;1;500;SP9EMV;SQ9JXF;;Galicyjskie Stowarzyszenie SALUTARE;Øywiec;ks. pra≥. St. S≥onki;24;;Galicyjskie Stowarzyszenie SALUTARE;Øywiec;ks. pra≥. St. S≥onki;24;;Øywiec;ks. pra≥. St. S≥onki;24;
UKE-Kielce;5/K/G/2016;2026-06-02;SP7PKI;1;500;SP7CVW;SP7ASZ;SQ7LQJ;Polski  Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Polski  Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;Kielce;Ks. Piotra åciegiennego;2;
UKE-PoznaÒ;6/K/N/2016;2026-06-02;SP3PFQ;1;500;SP3HUF;SP3LEM;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;SHORT WAVE CLUB STATION SP3PFQ;OSTR”W WIELKOPOLSKI;KANTAKA;6;;OSTR”W WIELKOPOLSKI;KANTAKA;6;51
UKE-Zielona GÛra;32/K/S/2016;2026-06-04;SP3PGX;1;500;SQ3PJR;SQ3GTB;SQ3RLU;UNIWERSYTET ZIELONOG”RSKI;Zielona GÛra;LICEALNA;9;;UNIWERSYTET ZIELONOG”RSKI;Zielona GÛra;LICEALNA;9;;Zielona GÛra;PODG”RNA;50;C3/408
UKE-Katowice;216/K/F/2016;2026-06-05;SP9ZAK;1;500;SP9RVC;SP9RTK;;Zwiπzek Harcerstwa Polskiego Chorπgiew ålπska;Katowice;Al.Korfantego;8;;Zwiπzek Harcerstwa Polskiego Hufiec Lubliniec;Lubliniec;Pusta Kuünica;23;;Lubliniec;Pusta Kuünica;23;
UKE-Kielce;66/K/G/2016;2026-06-10;SP7PCA;1;500;SP7CVW;SQ7LQJ;SQ7RN;Polski  Zwiπzek KrÛtkofalowcÛw.;Warszawa;OkÛlnik;9a;16;Polski  Zwiπzek KrÛtkofalowcÛw.;Warszawa;OkÛlnik;9a;16;Kielce;Ks. Piotra åciegiennego;2;
UKE-KrakÛw;207/K/I/2016;2026-06-10;SN9CLAN;1;500;SP9KR;;;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Nieporaø;ul. Sπsiedzka;1;
UKE-PoznaÒ;8/K/N/2016;2026-06-15;SP3PGR;1;100;SQ3OPM;SP3BVA;SO3ALG;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;SZKOLNY KLUB KR”TKOFALOWC”W IM.GEN.BRONI KAZIMIERZA RASZEWSKIEGO;POZNA—;LESZKA;42;;POZNA—;LESZKA;42;
UKE-Warszawa;35/K/B/2016;2026-06-16;SP5PBE;1;500;SP5ELA;;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9a;16;Warszawa;ul. Kluczowa;6;18
UKE-Warszawa;37/K/B/2016;2026-06-16;SN5W;1;500;SP5ELA;;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9a;16;Otwock;ul. Jana Brzechwy;5;
UKE-Warszawa;36/K/B/2016;2026-06-17;SP73VOT;1;500;SP5ELA;;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Warszawa;ul. Biernacka;31;
UKE-PoznaÒ;7/K/N/2016;2026-07-10;SP3PML;1;500;SP3SX;SP3ST;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;WOJSKOWY KLUB KR”TKOFALOWC”W I RADIOAMATOR”W PZK;POZNA—;DOJAZD;30;;POZNA—;DOJAZD;30;
UKE-PoznaÒ;10/T/K/N/2016;2026-12-31;HF25ZIR;T;500;SQ3OOG;SQ3REF;SQ3KCH;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;"LESZCZY—SKI KLUB KR”TKOFALOWC”W SP3ZIR ""KWARC""";LESZNO;NARUTOWICZA;74A;;TRZEBINY;;2;
