number;valid_to;call_sign;category;transmitter_power;applicant_name;applicant_city;applicant_street;applicant_house;applicant_number;enduser_name;enduser_city;enduser_street;enduser_house;enduser_number;station_city;station_street;station_house;station_number;lat;lng
DZC.WML.5101.569.2017.2;2027-04-09;SP1KEN;Kategoria1;500;Dêbnowskie Stowarzyszenie SOKÓ£;Dêbno;Armii Krajowej;13;"";"";"";"";"";"";Dêbno;Armii Krajowej;13;"";52.7377244561;14.6968306636
DZC.WML.5101.570.2017.2;2027-04-09;SP0DIG;Kategoria1;500;Ba³tyckie Stowarzyszenie Krótkofalowców;Ko³obrzeg;ul. Gie³dowa;11;35;"";"";"";"";"";Szczecin;26 Kwietnia;41;17;;
DZC.WML.5101.571.2017.5;2027-04-27;SP3KWA;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Turek;Spó³dzielców;4;"";52.0198109211;18.4916311699
DZC.WML.5101.593.2017.2;2027-04-11;SP9KUP;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Andrychów;Starowiejska;22;"";;
DZC.WML.5101.608.2017.2;2027-04-12;SP60AZL;Kategoria1;500;Aeroklub Ziemi Lubuskiej;Zielona Góra;ul. Przylep - Skokowa;18;"";"";"";"";"";"";Zielona Góra;Przylep-Skokowa;18;"";51.976243074;15.4673500085
DZC.WML.5101.609.2017.2;2027-04-12;SP5ZBA;Kategoria1;500;Chor¹giew Mazowiecka Zwi¹zku Harcerstwa Polskiego;P³ock;Krótka;3a;"";"";"";"";"";"";P³ock;Lachmana;2;119;;
DZC.WML.5101.616.2017.2;2027-04-12;SP8ZOC;Kategoria1;500;Chor¹giew Mazowiecka Zwi¹zku Harcerstwa Polskiego;P³ock;Krótka;3a;"";"";"";"";"";"";£osice;Szpitalna;2;"";;
DZC.WML.5101.617.2017.2;2027-04-12;HF100LZ;Kategoria1;500;Fundacja im. Ludwika Zamenhofa;Bia³ystok;Piêkna;3;"";"";"";"";"";"";Bia³ystok;Pu³askiego;123;42;53.106951595;23.1200175855
DZC.WML.5101.775.2017.2;2027-04-28;SP7PTM;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Tomaszów Mazowiecki;Moœcickiego;22/24;"";;
DZC.WML.5101.781.2017.2;2027-05-04;SP4KPP;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Olecko;Cisowa;5;"";54.0388423196;22.511941396
DZC.WML.5101.797.2017.2;2027-05-16;SP5PEP;Kategoria1;500;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;Warszawa;ul. Mokotowska;17;34;52.2194317998;21.017411236
DZC.WML.5101.834.2017.2;2027-05-14;SP3PWL;Kategoria1;150;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";T³oki;"";60A;"";;
DZC.WML.5101.835.2017.2;2027-05-09;SP3PFQ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Ostrów Wielkopolski;Harcerska;5;6;51.6508548968;17.8191609702
DZC.WML.5101.840.2017.2;2027-05-10;SP8KBN;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Krosno;Tysi¹clecia;18;"";;
DZC.WML.5101.841.2017.2;2027-05-15;SP9KGC;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;"";"";"";"";"";Skawina;Sadowa;44;"";;
DZC.WML.5101.857.2017.3;2022-05-10;SN0KTR;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Trzcinica;"";646;"";51.4412313305;16.7359133015
DZC.WML.5101.879.2017.2;2027-06-25;SP1YKO;Kategoria1;500;Œrodkowopomorski Oddzia³ Polskiego Zwi¹zku Krótkofalowców w Koszalinie;Koszalin;Œniadeckich;1A;16;"";"";"";"";"";Koszalin;Zwyciêstwa;309B;"";;
DZC.WML.5101.876.2017.2;2020-07-16;SP8YWK;Kategoria1;150;Rodzinny Klub Krótkofalowców;Miejsce Piastowe;Jana Paw³a II;53;"";Rodzinny Klub Krótkofalowców;Miejsce Piastowe;Jana Paw³a II;53;"";Miejsce Piastowe;Jana Paw³a II;53;"";49.6401307969;21.7975514829
DZC.WML.5101.895.2017.2;2027-05-15;SO6M;Kategoria1;500;Stowarzyszenie Centrum Radiokomunikacji Amatorskiej w Œwidnicy;Œwidnica;ul. D³uga;33;25;"";"";"";"";"";Œwidnica;D³uga;33;25;;
DZC.WML.5101.907.2017.2;2027-05-30;SP5PPW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wierzchocina;"";9A;"";53.9576590448;17.2537448696
DZC.WML.5101.909.2017.2;2027-05-16;SP6PWR;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wroc³aw;Dzia³kowa;15;"";;
DZC.WML.5101.679.2017.5;2027-05-17;SP9ZBR;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";"";"";"";"";"";Potêpa-Odmuchów;"";"";"";;
DZC.WML.5101.1464.2017.2;2027-07-13;SP5HACK;Kategoria1;500;"Stowarzyszenie ""Warszawski Hackerspace""";Warszawa;Grzybowska;85C;"";"";"";"";"";"";Warszawa;Wolnoœæ;2A;"";;
DZC.WML.5101.950.2017.2;2027-06-05;SP3POH;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Lulinek;Leœna;31;"";52.5626660487;16.6844898875
DZC.WML.5101.952.2017.2;2027-05-19;SP4ZHT;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Warmiñsko-Mazurska;Olsztyn;Kopernika;45;"";"";"";"";"";"";Dzia³dowo;Chopina;4;"";53.2387366659;20.1685813244
DZC.WML.5101.954.2017.2;2027-05-19;SP3PSM;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Poznañ;Boles³awa Œmia³ego;36;129;;
DZC.WML.5101.956.2017.2;2027-05-19;SP3POZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Poznañ;Ciechociñska;75;"";;
DZC.WML.5101.1036.2017.2;2027-05-26;SP9KVZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Borowce;"";26;"";52.9960022423;21.7153670838
DZC.WML.5101.1312.2017.3;2027-06-28;SP2KDS;Kategoria1;500;Trójmiejskie Stowarzyszenie Krótkofalowców;Gdañsk;Rzêsna;1;"";"";"";"";"";"";Gdañsk;Kolonia Zrêby;86;"";;
DZC.WML.5101.1047.2017.2;2027-05-26;SP5ZHP;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego;Warszawa;Marii Konopnickiej;6;"";"";"";"";"";"";Warszawa;Marii Konopnickiej;6;"";52.2506828435;21.2301510865
DZC.WML.5101.1004.2017.2;2027-06-20;SP2PUT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bydgoszcz;Prof.Sylwestra Kaliskiego;12;DS. F1 pok.1003;;
DZC.WML.5101.1228.2017.2;2027-06-22;SP5MASR;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wi¹zowna;Projektowana;28;"";52.1623066167;21.3243118679
DZC.WML.5101.1270.2017.3;2027-07-15;SP9ZCF;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";"";"";"";"";"";Katowice;Barbary;25a;"";;
DZC.WML.5101.1332.2017.2;2027-07-14;SP3KRE;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Kêpno;Zamkowa;5;"";51.279949711;17.9884931948
DZC.WML.5101.1338.2017.2;2027-06-30;SN9K;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Tenczynek;Podzamcze;7;"";;
DZC.WML.5101.1416.2017.2;2027-07-07;SP0VHF;Kategoria1;500;Europejskie Centrum Radiokomunikacji Amatorskiej - Góra Che³miec;Szczawno Zdrój;Wie¿a Widokowa Góra Che³miec;"";"";"";"";"";"";"";Gajów;"";1;"";50.5283541384;16.4130522804
DZC.WML.5101.1431.2017.2;2027-07-14;HF1SEA;Kategoria1;500;Œrodkowopomorski Oddzia³ Polskiego Zwi¹zku Krótkofalowców w Koszalinie;Koszalin;Œniadeckich;1A;16;"";"";"";"";"";Szczeglino Nowe;"";14A;"";;
DZC.WML.5101.1533.2017.2;2027-07-20;SP8ZIV;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Jaros³aw;Sienkiewicza;11;"";50.0173144942;22.6759523751
DZC.WML.5101.1540.2017.2;2027-07-20;SP5PAU;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Pu³tusk;Na Skarpie;8;"";;
DZC.WML.5101.1591.2017.2;2027-07-26;HF5L;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Regu³y;Herbaciana;9;"";52.1814035477;20.8705007045
DZC.WML.5101.1600.2017.2;2027-07-28;SP6HACK;Kategoria1;500;Stowarzyszenie Hackerspace Wroc³aw;Wroc³aw;Wróblewskiego;38;"";"";"";"";"";"";Wroc³aw;Wróblewskiego;38;"";;
DZC.WML.5101.1611.2017.3;2027-08-01;3Z5PGR;Kategoria1;500;Pilicka Grupa Radiowa;Ksawerów Stary;"";80;"";"";"";"";"";"";Ksawerów Stary;"";80;"";51.6495654882;21.1199203634
DZC.WML.5101.1643.2017.2;2027-08-04;SP6YOK;Kategoria1;500;Strzeliñski Oœrodek Kultury;Strzelin;Brzegowa;10a;"";"";"";"";"";"";Strzelin;Brzegowa;10a;"";;
DZC.WML.5101.1665.2017.2;2027-08-09;SP3PKK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Poznañ;Œwiêty Marcin;80/82;336;52.4079361329;16.9187844454
DZC.WML.5101.1666.2017.2;2027-08-09;SP8PUB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Le¿ajsk;Adama Mickiewicza;67;"";;
DZC.WML.5101.1738.2017.2;2027-08-22;SP8PLE;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Le¿ajsk;Reymonta;37C;"";50.2564167295;22.4337151017
DZC.WML.5101.1753.2017.2;2027-02-08;SP2KAC;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Liga Obrony Kraju;Warszawa;Chocimska;14;"";Gdañsk;Wita Stwosza;73;"";;
DZC.WML.5101.1786.2017.2;2027-08-28;SP4YOT;Kategoria1;500;"Stowarzyszenie ""Skorpion R.K""";Bzowiec;"";32B;"";"";"";"";"";"";Bzowiec;"";32B;"";54.015907883;20.3083901401
DZC.WML.5101.1832.2017.2;2027-09-07;SP1KRF;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Barlinek;Podwale;9;"";;
DZC.WML.5101.1878.2017.2;2027-09-12;SP6PWT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wroc³aw;Wróblewskiego;27;"";51.1035044068;17.0863701891
DZC.WML.5101.1919.2017.2;2027-09-20;SP2PHA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Stegna;Gdañska;60;"";;
DZC.WML.5101.1923.2017.2;2027-09-20;SP5PIP;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Warszawa;Wyganowska;14;"";52.3559397505;20.9872254182
DZC.WML.5101.1930.2017.2;2027-09-22;SP3PKA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Kalisz;Piwonicka;42;"";;
DZC.WML.5101.1874.2017.3;2027-09-25;SP7KYL;Kategoria1;500;"Towarzystwo Sportu i Rekreacji ""JUPITER"" przy Elektrowni Be³chatów";Be³chatów;Czapliniecka;19A;"";"";"";"";"";"";Be³chatów;Czapliniecka;19A;"";51.3653633723;19.363330697
DZC.WML.5101.1934.2017.3;2027-09-26;SP9ZAA;Kategoria1;500;Stowarzyszenie Absolwentów i Przyjació³ Zespo³u Szkó³ £¹cznoœci w Krakowie;Kraków;Monte Cassino;31;"";"";"";"";"";"";Kraków;Nowaczyñskiego;2;"";;
DZC.WML.5101.1949.2017.2;2027-09-27;SP9KAT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bielsko-Bia³a;Adama Asnyka;30;"";49.8275328822;19.0299907851
DZC.WML.5101.1991.2017.2;2027-10-05;SP2PIT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Kwidzyn;Staszica;15A;"";;
DZC.WML.5101.2009.2017.2;2027-10-10;SP9PRO;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Rybnik;Piasta;28;"";50.0994949327;18.5497826993
DZC.WML.5101.2010.2017.2;2027-10-30;SP9YJC;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Imielin;Wierzbowa;12;"";;
DZC.WML.5101.2042.2017.2;2027-10-12;SP9PDF;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Gliwice;Kochanowskiego;37;1017;50.2864367072;18.6701527346
DZC.WML.5101.2047.2017.2;2027-10-12;SP9KJU;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Racibórz;Serafina Myœliwca;9;2c;;
DZC.WML.5101.72.2018.2;2028-01-21;SP1PEA;Kategoria1;500;Œrodkowopomorski Oddzia³ Polskiego Zwi¹zku Krótkofalowców w Koszalinie;Koszalin;Œniadeckich;1A;16;"";"";"";"";"";Koszalin;Kwiatkowskiego;26A;"";54.2073877297;16.1825607488
DZC.WML.5101.2089.2017.2;2027-10-18;SP9PKM;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Pszów;Traugutta;1;"";50.0409546672;18.3990342802
DZC.WML.5101.2094.2017.2;2026-07-08;SP9PLK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Kraków;Powstañców;26;"";;
DZC.WML.5101.2095.2017.2;2025-03-26;SP9PGE;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Krakowska Grupa Ekspedycji Radiowych SP9PGE;Wieliczka;KoŸmice Ma³e;97;"";Kraków;Nefrytowa;27;14;50.0206110173;20.0480096044
DZC.WML.5101.2155.2017.2;2027-12-14;SP8ZHY;Kategoria1;500;Chor¹giew Lubelska Zwi¹zku Harcerstwa Polskiego;Lublin;1 Armii Wojska Polskiego;7;"";"";"";"";"";"";Hrubieszów;Zamojska;16A;"";;
DZC.WML.5101.76.2018.2;2026-04-13;SP7PB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Klub £¹cznoœci SP7PB;Huta D³utowska;Krótka;5;"";Pabianice;Warszawska;59a;69;;
DZC.WML.5101.107.2018.2;2028-01-11;SP6PZB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Dzier¿oniów;Klonowa;2;"";50.7439541383;16.6328364484
DZC.WML.5101.116.2018.4;2028-01-19;HF6M;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Dzier¿oniów;Jarzêbinowa;1;"";;
DZC.WML.5101.203.2018.2;2028-01-22;SP2ZBS;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Toruñ;Moniuszki;37A;3;53.0135373226;18.5934751721
DZC.WML.5101.204.2018.2;2028-01-31;SP5PLW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Brañszczyk;Nadbu¿na;3;"";;
DZC.WML.5101.202.2018.2;2028-01-22;SP4PBI;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£apy;Gen.W³adys³awa Sikorskiego;68;"";52.9927876526;22.8938973023
DZC.WML.5101.249.2018.4;2028-01-23;SP4LOM;Kategoria1;500;£om¿yñskie Stowarzyszenie Krótkofalowców;£om¿a;Wojska Polskiego;161D;39;"";"";"";"";"";£om¿a;Wojska Polskiego;161 D;39;;
DZC.WML.5101.528.2018.2;2028-02-22;SP7PCZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Warszawa;Orl¹t Lwowskich;50;5;52.1911221963;20.8649835052
DZC.WML.5101.198.2018.4;2028-01-26;SP3ZHC;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Zielona Góra;Czarna;19a;"";;
DZC.WML.5101.199.2018.3;2028-01-26;SP3PJW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";S³ubice;Kopernika;71;7;52.352858243;14.557764133
DZC.WML.5101.201.2018.3;2028-01-26;SP3PFY;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Zielona Góra;Rolnicza;7;"";51.9189706869;15.5170851177
DZC.WML.5101.297.2018.2;2028-01-26;SP9SPJ;Kategoria1;500;Ochotnicza Stra¿ Po¿arna w Jeziorzanach;Jeziorzany;"";3;"";"";"";"";"";"";Jeziorzany;"";3;"";;
DZC.WML.5101.327.2018.3;2028-02-15;SP9ZCJ;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Krakowska;Kraków;Karmelicka;31;"";"";"";"";"";"";Kraków;Karmelicka;31;"";;
DZC.WML.5101.200.2018.2;2028-02-07;SP3PAA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Gorzów Wielkopolski;Walczaka;13;"";52.7392341644;15.2445659919
DZC.WML.5101.330.2018.2;2028-01-30;SP9ZPS;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";"";"";"";"";"";Lubliniec-Kokotek;"";"";"";;
DZC.WML.5101.335.2018.2;2028-02-14;SP1PKW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wolin;Zamkowa;21;"";53.8447663307;14.6158693121
DZC.WML.5101.340.2018.2;2028-02-01;SP9ZHS;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Œl¹ska;Katowice;Al. Korfantego;8;"";"";"";"";"";"";Bielsko-Bia³a;Chopina;3;"";49.82626826;19.039571813
DZC.WML.5101.355.2018.3;2028-02-05;SP2ZCI;Kategoria1;500;Chor¹giew Kujawsko-Pomorska Zwi¹zku Harcerstwa Polskiego;Bydgoszcz;ul. Dworcowa;56;"";"";"";"";"";"";£ochowo;Wczasowa;3;"";;
DZC.WML.5101.442.2018.2;2028-02-14;SP8PBP;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bia³a Podlaska;Armii Krajowej;6;"";;
DZC.WML.5101.443.2018.2;2028-02-14;SP8PRL;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Piaski Wielkie;"";41B;"";51.1562920528;22.8405496161
DZC.WML.5101.444.2018.2;2028-02-14;SP8LKSR;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Kraœnik;Makuszyñskiego;9;"";50.9596646793;22.1686828617
DZC.WML.5101.449.2018.2;2028-02-14;SP4ZHX;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Bia³ostocka;Bia³ystok;Pa³acowa;3/1;"";"";"";"";"";"";Bia³ystok;Dêbowa;7;"";;
DZC.WML.5101.499.2018.3;2028-02-20;SP2PBY;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bydgoszcz;Glinki;32;E2;53.1057496764;18.0224561955
DZC.WML.5101.526.2018.2;2028-03-01;SP6PAZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców Oddzia³ Terenowy nr 11 w Opolu;Opole;Skautów Opolskich;15;XI P;"";"";"";"";"";Czarnow¹sy;Wolnoœci;91;"";;
DZC.WML.5101.529.2018.2;2028-02-26;SP7PBC;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Skierniewice;Kazimierza Przerwy-Tetmajera;5;47;;
DZC.WML.5101.482.2017.5;2027-03-29;SP0LKK;Kategoria1;500;Warszawski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Warszawa;ul. Eugeniusza Lokajskiego;22;42;"";"";"";"";"";Warszawa;Stra¿acka;133;8;52.2593811178;21.1556422547
DZC.WML.5101.618.2018.4;2027-08-01;HF45PCL;Kategoria1;500;Stowarzyszenie Klub Krótkofalowców CUPRUM;Polkowice;Bracka;1;"";"";"";"";"";"";Polkowice;Bracka;1;"";;
DZC.WML.5101.620.2018.2;2028-02-27;SP6KYU;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Z¹bkowice Œl¹skie;Ludowa;16;"";50.5934789845;16.801881558
DZC.WML.5101.619.2018.3;2028-02-27;SP9KTL;Kategoria1;500;"Polskie Towarzystwo Tatrzañskie Oddzia³ ""BESKID"" w Nowym S¹czu";Nowy S¹cz;Sobieskiego;14A;2;"";"";"";"";"";Che³miec;Trzetrzewina;352;"";49.6250880828;20.6651905446
DZC.WML.5101.628.2018.2;2028-02-28;SP9PZD;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Rybnik;Koœciuszki;23;"";;
DZC.WML.5101.638.2018.2;2028-03-01;SN100JH;Kategoria1;500;Niepo³omicki Klub Krótkofalowców przy M³odzie¿owym Obserwatorium Astronomicznym;Niepo³omice;Miko³aja Kopernika;2;"";"";"";"";"";"";Niepo³omice;Bocheñska;26;"";50.0300530553;20.2214665098
DZC.WML.5101.681.2018.2;2028-03-06;SP6PCH;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Jelenia Góra;Wzgórze Partyzantów;8a;"";;
DZC.WML.5101.865.2018.2;2028-03-19;SP3ZBY;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Wielkopolska;Poznañ;ul. Œw. Marcin;80/82;"";"";"";"";"";"";Pi³a;£¹czna;21B;"";;
DZC.WML.5101.1566.2018.2;2028-05-28;SP5PAS;Kategoria1;500;Centrum Astronomiczne im. M.Kopernika PAN;Warszawa;Bartycka;18;105;"";"";"";"";"";Warszawa;Bartycka;18;105;52.2118849411;21.0488515161
DZC.WML.5101.879.2018.2;2028-03-19;SP3KLZ;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Pi³a;Niepodleg³oœci;154;"";;
DZC.WML.5101.900.2018.3;2028-03-21;SP9PON;Kategoria1;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;"";"";"";"";"";Kraków;Lwa Landaua;17;"";49.9856674347;19.9624263916
DZC.WML.5101.904.2018.2;2028-03-21;SP3KQV;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"";"";"";"";"";Kalisz;Poznañska;201-205;"";;
DZC.WML.5101.917.2018.2;2028-03-21;SP7PTK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Pabianice;M.Konopnickiej;39;"";51.6561976151;19.3808993755
DZC.WML.5101.919.2018.2;2028-03-21;SP5PMD;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";¯uromin;Wiatraczna;16;"";;
DZC.WML.5101.939.2018.3;2028-03-23;SP9KOL;Kategoria1;500;Ogólnopolskie Stowarzyszenie Krótkofalowców i Mi³oœników Eteru;Olkusz;Batalionów Ch³opskich;7;2;"";"";"";"";"";Olkusz;ul. Batalionów Ch³opskich;7;2;50.2701211257;19.5757731618
DZC.WML.5101.949.2018.2;2028-03-23;SP1YGL;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Goleniów;S³owackiego;1;"";;
DZC.WML.5101.1003.2018.3;2028-04-05;SP9FPS;Kategoria1;500; Future Processing Sp. z o.o.;Gliwice;Bojkowska;37A;"";"";"";"";"";"";Gliwice;Bojkowska;37A;"";50.2777899047;18.6843901435
DZC.WML.5101.1578.2018.2;2029-05-25;SP9KOZ;Kategoria1;500;Ochotnicza Stra¿ Po¿arna w Kozach;Kozy;Bielska;15;"";"";"";"";"";"";Kozy;Bielska;15;"";;
DZC.WML.5101.1070.2018.3;2028-04-10;SP8YES;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";£uków;Wo³odyjowskiego;2;5;51.9188329703;22.3763003354
